id	Term	Description	Source	XRef	Comment (source)	Comment (SCDO)	Exact Syn	Broad Syn	Related Syn	Narrow Syn
SCDO:0009664	Abdominal vaso-occlusive crisis	'Abdominal distension with generalised abdominal tenderness (no rebound tenderness) and reduced bowel sounds. Abdomen moves with respiration. Vominting/diarrhoea are not common. It is thought to occur secondary to the occlusion of mesenteric vessels. [Curator team: SCD Management guidelines - Tanzania []]'	"SCD Management guidelines - Tanzania; Akingbola TS, Kolude B, Aneni EC, et al. ABDOMINAL PAIN IN ADULT SICKLE CELL DISEASE PATIENTS: A NIGERIAN EXPERIENCE. Annals of Ibadan Postgraduate Medicine. 2011;9(2):100-104."			This description is more like a list of symptoms. Please review and determine if appropriate.				
SCDO:0009731	beta thalassemia mutation	'HBB mutation causing decreased or absent beta-globin synthesis'								
SCDO:0009774	Intrahepatic cholestasis	'Impairment of bile flow due to obstruction in the small bile ducts within the liver. [Curator team: SCD Management guidelines - Tanzania []]'	http://purl.obolibrary.org/obo/HP_0001406	HP:0001406		"Is managed by: analgesia, hydration, antibiotics, and in severe cases exchange transfusion may be needed."				
SCDO:0009786	other HBB variants	"'A genetic mutation in HBB gene that results in absent, decreased hemoglobin or an abnormal hemoglobinother than Hb S'"								
SCDO:0009818	Abnormal Phenotype	'A phenotype that shows detectable differences from normal. [Curator team: []]'		FYPO:0001985						
SCDO:0009818	Abnormal Phenotype			http://purl.obolibrary.org/obo/FYPO_0001985						
SCDO:0009838	Pneumonia	'Inflammation of any part of the lung parenchyma.'								
SCDO:0009968	Focal segmental glomerulosclerosis	'Segmental accumulation of scar tissue in individual (but not all) glomeruli.'								
SCDO:0010000	Other genotypes	'Genotypes which are not specific to sickle cell trait.'								
SCDO:1000001	Research Subject ID	'Not described [Curator team: []]'								
SCDO:1000002	Clinic Subject ID	A unique identifier assigned to each clinical trial subject to protect the subject's identity and used in lieu of the subject's name when the investigator reports adverse events and/or other trial-related data [Curator team: Exact []]	http://purl.obolibrary.org/obo/NCIT_C70731	NCIT:C70731						
SCDO:1000004	Renal Replacement Therapy	'Procedures which temporarily or permanently remedy insufficient cleansing of body fluids by the kidneys. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D017582	MESH:D017582		Could this and it's sub-classes not fall below any of the other main Therapeutics classes? Symptomatic?				
SCDO:1000006	Lifestyle Therapy	"Therapy dealing with lifestyle management and includes: behavioral and dietary modifications, exercise, stress management, and addiction control. This therapy must be used as major adjunct to 'standard care' or be applied as alternative treatment to conventional medicine practices. [Curator team: []]"	http://purl.obolibrary.org/obo/TRAK_0001203	TRAK:0001203						
SCDO:1000007	Hemoglobin D	'Hemoglobin D trait have red blood cells that have normal hemoglobin A and an abnormal hemoglobin. [Curator team: []]'	https://www.stjude.org/treatment/disease/sickle-cell-disease/diagnosing-sickle-cell/hemoglobin-d-trait.html			Description needs work. This should describe an abnormal hemoglobin.	Hb D			
SCDO:1000007	Hemoglobin D						HbD			
SCDO:1000008	Hemoglobin M	'A group of abnormal hemoglobins in which amino acid substitutions take place in either the alpha or beta chains but near the heme iron. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D006449	D006449			Hb M			
SCDO:1000008	Hemoglobin M									
SCDO:1000009	Hemoglobin E	'An abnormal hemoglobin in which lysine replaces glutamic acid at the position 26 of the beta globin. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D006446	D006446			Hb E			
SCDO:1000010	Sickle Cell Disease-S/HPFH	'A group of disorders caused by large deletions of the beta-globin gene complex; typically 30% fetal haemoglobin. [Curator team: []]'	http://ac.els-cdn.com/S014067361061029X/1-s2.0-S014067361061029X-main.pdf?_tid=691c25c0-5826-11e7-b704-00000aacb35e&acdnat=1498230953_4d1264c47385275daf8fc2a1e1de62e3				HPFH-Sickle Cell Disease Syndrome			
SCDO:1000010	Sickle Cell Disease-S/HPFH						Hereditary Persistence of Fetal Hemoglobin-Sickle Cell Disease Syndrome			
SCDO:1000010	Sickle Cell Disease-S/HPFH						Sickle Cell Disease Syndrome-Hereditary Persistence of Fetal Hemoglobin			
SCDO:1000010	Sickle Cell Disease-S/HPFH						Sickle Cell Disease-S/Persistence of Fetal Hemoglobin			
SCDO:1000010	Sickle Cell Disease-S/HPFH						Sickle Cell-Hereditary Persistence of Fetal Hemoglobin			
SCDO:1000011	Delta-Globin	"'Hemoglobin subunit delta (147 aa, ~16 kDa) is encoded by the human HBD gene. This protein plays a role in the transport of oxygen to tissues of the adult body. [Curator team: []]'"	http://bioportal.bioontology.org/ontologies/NCIT?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C84980				Hemoglobin Delta Chain			
SCDO:1000011	Delta-Globin						Hemoglobin Subunit Delta			
SCDO:1000012	Beta-Globin	"'Hemoglobin subunit beta (147 aa, ~16 kDa) is encoded by the human HBB1 gene. This protein plays a role in the transport of oxygen to tissues of the adult body. [Curator team: []]'"	http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C84983&jump_to_nav=true				Hemoglobin Beta Chain			
SCDO:1000012	Beta-Globin						Hemoglobin Subunit Beta			
SCDO:1000013	HBB1	'Hemoglobin subunit beta-1is a gene that is involved in oxygen transport from the lung to the various peripheral tissues. Source:KHUTHALA [Curator team: Exact []]'	http://www.uniprot.org/uniprot/P68048				Beta-Globin Gene			
SCDO:1000014	HBD	'This gene plays a role in the transport of oxygen to tissues of the adult body [Curator team: Exact []]'	http://purl.obolibrary.org/obo/NCIT_C84961	NCIT:C84961			"Hemoglobin, Delta"			
SCDO:1000016	Hemoglobin O-Arab	'An abnormal hemoglobin that results from the substitution of glutamic acid with lysine at position 121 of the beta chain. [Curator team: []]'	MESH and Zimmerman SA. Am J Hematol. 1999 Apr; 60(4) 279-84	C032031			Hb O-Arab			
SCDO:1000016	Hemoglobin O-Arab						Hb-Arab			
SCDO:1000016	Hemoglobin O-Arab						Hemoglobin-Arab			
SCDO:1000017	Surgery	'A material processing technique that uses operative manual and instrumental techniques on a patient to investigate and/or treat a pathological condition such as disease or injury or to help improve bodily function or appearance. [Curator team: []]'	http://purl.obolibrary.org/obo/ERO_0000378	ERO:0000378						
SCDO:1000019	Antifungal	'A material entity bearing an antifungal disposition. [Curator team: []]'	http://purl.obolibrary.org/obo/IDO_0000560	IDO:0000560						
SCDO:1000020	Treatment of Precipitating Factors	"'Treatment of factors associated with the definitive onset of a disease, illness, accident, behavioral response, or course of action. Usually one factor is more important or more obviously recognizable than others, if several are involved, and one may often be regarded as necessary. Examples include exposure to specific disease; amount or level of an infectious organism, drug, or noxious agent, etc. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D015985	MESH:D015985			Management of Precipitating Factors			
SCDO:1000020	Treatment of Precipitating Factors						Management of Underlying Cause			
SCDO:1000020	Treatment of Precipitating Factors						Treatment of Underlying Cause			
SCDO:1000021	Blindness	'Blindness is the condition of lacking visual perception due to physiological or neurological factors. [Curator team: []]'		HP:0000618						
SCDO:1000021	Blindness			DOID:1432						
SCDO:1000021	Blindness			HP:0000618						
SCDO:1000022	Visual Impairment	"'Visual impairment (or vision impairment) is vision loss (of a person) to such a degree as to qualify as an additional support need through a significant limitation of visual capability resulting from either disease, trauma, or congenital or degenerative conditions that cannot be corrected by conventional means, such as refractive correction, medication, or surgery. [Curator team: []]'"		HP:0000505			Impaired Vision			
SCDO:1000022	Visual Impairment			HP:0000505			Impaired Visual Function			
SCDO:1000022	Visual Impairment			HP:0000505			Loss of Eyesight			
SCDO:1000022	Visual Impairment						Poor Vision			
SCDO:1000023	Evidence Code	"'Every annotation must be attributed to a source, which may be a literature reference, another database or a computational analysis. The annotation must indicate what kind of evidence is found in the cited source to support the association between the gene product and the GO term. A simple controlled vocabulary is used to record evidence; and the evidence codes are simply the three-letter codes used to signify the type of evidence cited. [Curator team: Exact []]'"	http://www.geneontology.org/faq/what-evidence-code			The information in this class and its sub-classes will be migrated to evidence code properties.				
SCDO:1000024	IEA (inferred from electronic annotation)	"'Used for annotations that depend directly on computation or automated transfer of annotations from a database, particularly when the analysis is performed internally and not published. A key feature that distinguishes this evidence code from others is that it is not made by a curator; use IEA when no curator has checked the specific annotation to verify its accuracy. [Curator team: Exact []]'"	http://geneontology.org/page/automatically-assigned-evidence-codes							
SCDO:1000025	PCS (published clinical study)	'This should be used for information extracted from articles in the medical literature. [Curator team: []]'								
SCDO:1000026	ICE (individual clinical experience)	'Can be used for annotations based on individual clinical experience. [Curator team: []]'								
SCDO:1000027	ITM (inferred by text-mining)	'Not described [Curator team: []]'								
SCDO:1000028	TAS (traceable author statement)	'Usually reviews or disease entries (e.g. OMIM) that only refers to the original publication. [Curator team: []]'								
SCDO:1000029	NAS (non-traceable author statement)	'used in all cases where the author makes a statement that a curator wants to capture but for which there are neither results presented nor a specific reference cited in the source used to make the annotation. [Curator team: []]'	http://www.geneontology.org/page/nas-non-traceable-author-statement							
SCDO:1000030	IC (inferred by curator)	"'Used for those cases where an annotation is not supported by any direct evidence, but can be reasonably inferred by a curator from other annotations, for which evidence is available. [Curator team: []]'"	http://www.geneontology.org/page/ic-inferred-curator							
SCDO:1000031	from personal attribute	'Not described [Curator team: []]'								
SCDO:1000032	Diagnostic Tool	"'A diagnostic instrument, technique, laboratory assay or test, or method of patient examination used for differential diagnosis. [Curator team: []]'"								
SCDO:1000033	Diagnostic Instrument	'A research instrument consisting of a series of questions and other prompts for the purpose of gathering information from respondents to assist with differential diagnosis. [Curator team: []]'	http://en.wikipedia.org/wiki/Questionnaire				Diagnostic Questionnaire			
